Date,Customer,Customer-Address,Product Type,Gallon Qty,Actual Profit By Item,Actual Cost by item,Sales,Margin by Product,Unleaded cost,Clear Cost,Dyed Cost
7/31/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),37,$14.06 ,$103.02 ,$117.08 ,$0.38 ,$86.12 ,$102.86 ,$103.02 
7/31/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),30,$9.04 ,$83.53 ,$92.57 ,$0.30 ,$69.83 ,$83.40 ,$83.53 
7/31/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),299,$90.02 ,$832.54 ,$922.56 ,$0.30 ,$695.92 ,$831.19 ,$832.54 
7/31/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),125,$37.62 ,$348.05 ,$385.67 ,$0.30 ,$290.94 ,$347.49 ,$348.05 
7/31/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),49,$14.75 ,$136.44 ,$151.19 ,$0.30 ,$114.05 ,$136.22 ,$136.44 
8/1/2025,ACADEMY SCHOOL DIST #20,"7408-A DURYEA RD COLORADO SPRINGS, CO 80920 PO#190186",Transport Unleaded (UNLEAD GASOLINE W/ 10% ETHANOL),"2,999",($932.72),"$7,467.51 ","$6,534.79 ",($0.31),"$6,777.74 ","$7,467.51 ","$7,467.51 "
8/1/2025,ACADEMY SCHOOL DIST #20,"7408-A DURYEA RD COLORADO SPRINGS, CO 80920 PO#190186",#2 DIESEL TRANSPORT (#2 ULTRA LOW SULFUR DIESEL),"7,000","$1,395.59 ","$17,430.00 ","$18,825.59 ",$0.20 ,"$15,820.00 ","$17,430.00 ","$17,430.00 "
8/1/2025,UCCS FACILITIES SERVICE,"1420 AUSTIN BLUFFS PKWY COLORADO SPRINGS, CO 80918","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",500,$178.78 ,"$1,130.00 ","$1,308.78 ",$0.36 ,"$1,130.00 ","$1,245.00 ","$1,245.00 "
8/1/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,"UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",391,$117.95 ,$905.75 ,"$1,023.70 ",$0.30 ,$905.75 ,"$1,082.60 ","$1,084.95 "
8/1/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),591,$177.93 ,"$1,639.91 ","$1,817.84 ",$0.30 ,"$1,369.05 ","$1,636.36 ","$1,639.91 "
8/1/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),53,$20.14 ,$147.06 ,$167.20 ,$0.38 ,$122.77 ,$146.75 ,$147.06 
8/4/2025,CITY OF AURORA,"FLEET SERVICES 13625 E ELLSWORTH AVE AURORA, CO 80012",UNL - AURORA (Unleaded 10% Ethanol Aurora Contract  Reformulated Summer Gasoline),"8,519",($31.27),"$22,940.82 ","$22,909.55 ",$0.00 ,"$19,448.03 ","$22,940.82 ","$23,008.12 "
8/4/2025,WIDEFIELD SCHOOL DIST. 3,"1820 MAIN STREET COLORADO SPRINGS, CO  80911",#2 DYED TRANS - part (#2 DYED ULTRA LOW SULFUR DIESEL),"7,500",$172.58 ,"$20,196.75 ","$20,369.33 ",$0.02 ,"$17,121.75 ","$20,196.75 ","$20,256.00 "
8/4/2025,ELLICOTT SCHOOL DIST. 22,"322 S ELLICOTT HWY CALHAN, CO 808088838","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",776,$300.83 ,"$1,771.53 ","$2,072.36 ",$0.39 ,"$1,771.53 ","$2,089.69 ","$2,095.82 "
8/4/2025,ELLICOTT SCHOOL DIST. 22,"322 S ELLICOTT HWY CALHAN, CO 808088838",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),537,$278.78 ,"$1,450.33 ","$1,729.11 ",$0.52 ,"$1,225.92 ","$1,446.09 ","$1,450.33 "
8/4/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),50,$19.00 ,$135.04 ,$154.04 ,$0.38 ,$114.15 ,$134.65 ,$135.04 
8/4/2025,PEYTON SCHOOL DISTRICT,"NUMBER 23-JT 13990 BRADSHAW RD PEYTON, CO 80831","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",7,$2.71 ,$15.98 ,$18.69 ,$0.39 ,$15.98 ,$18.85 ,$18.91 
8/4/2025,PEYTON SCHOOL DISTRICT,"NUMBER 23-JT 13990 BRADSHAW RD PEYTON, CO 80831",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),154,$70.69 ,$414.71 ,$485.40 ,$0.46 ,$351.57 ,$414.71 ,$415.92 
8/4/2025,CHEROKEE METRO DIST,"6250 PALMER PARK BLVD COLORADO SPRINGS, CO 80915","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",372,$136.73 ,$837.00 ,$973.73 ,$0.37 ,$837.00 ,$926.28 ,$933.72 
8/4/2025,CHEROKEE METRO DIST,"6250 PALMER PARK BLVD COLORADO SPRINGS, CO 80915",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),167,$110.21 ,$419.17 ,$529.38 ,$0.66 ,$375.75 ,$415.83 ,$419.17 
8/4/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),14,$5.32 ,$37.81 ,$43.13 ,$0.38 ,$31.96 ,$37.70 ,$37.81 
8/4/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),51,$15.35 ,$137.74 ,$153.09 ,$0.30 ,$116.43 ,$137.34 ,$137.74 
8/4/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),63,$18.97 ,$170.15 ,$189.12 ,$0.30 ,$143.82 ,$169.65 ,$170.15 
8/4/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),359,$108.08 ,$969.59 ,"$1,077.67 ",$0.30 ,$819.56 ,$966.75 ,$969.59 
8/4/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),162,$48.77 ,$437.53 ,$486.30 ,$0.30 ,$369.83 ,$436.25 ,$437.53 
8/4/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),38,$11.45 ,$102.63 ,$114.08 ,$0.30 ,$86.75 ,$102.33 ,$102.63 
8/5/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),99,$37.62 ,$269.17 ,$306.79 ,$0.38 ,$225.15 ,$268.34 ,$269.17 
8/5/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),164,$62.32 ,$445.90 ,$508.22 ,$0.38 ,$372.97 ,$444.52 ,$445.90 
8/5/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),20,$6.03 ,$54.38 ,$60.41 ,$0.30 ,$45.48 ,$54.21 ,$54.38 
8/5/2025,STRATMOOR HILLS WATER,"AND SANITATION DISTRICTS 1811 B STREET COLORADO SPRINGS, CO 80906","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",247,$152.54 ,$555.75 ,$708.29 ,$0.62 ,$555.75 ,$617.50 ,$622.44 
8/5/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),38,$11.45 ,$103.32 ,$114.77 ,$0.30 ,$86.42 ,$103.00 ,$103.32 
8/5/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),132,$39.75 ,$358.89 ,$398.64 ,$0.30 ,$300.19 ,$357.79 ,$358.89 
8/5/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),213,$64.12 ,$579.13 ,$643.25 ,$0.30 ,$484.40 ,$577.34 ,$579.13 
8/5/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),59,$17.76 ,$160.42 ,$178.18 ,$0.30 ,$134.18 ,$159.92 ,$160.42 
8/6/2025,CITY OF AURORA,"FLEET SERVICES 13625 E ELLSWORTH AVE AURORA, CO 80012",UNL - AURORA (Unleaded 10% Ethanol Aurora Contract  Reformulated Summer Gasoline),430,$82.85 ,"$1,137.78 ","$1,220.63 ",$0.19 ,$973.48 ,"$1,137.78 ","$1,141.65 "
8/6/2025,CITY OF AURORA,"FLEET SERVICES 13625 E ELLSWORTH AVE AURORA, CO 80012",Aurora Dyed (#2 LS Dyed),280,$118.73 ,$740.88 ,$859.61 ,$0.42 ,$633.89 ,$740.88 ,$743.40 
8/6/2025,CITY OF AURORA,"FLEET SERVICES 13625 E ELLSWORTH AVE AURORA, CO 80012",UNL - AURORA (Unleaded 10% Ethanol Aurora Contract  Reformulated Summer Gasoline),100,$19.27 ,$264.60 ,$283.87 ,$0.19 ,$226.39 ,$264.60 ,$265.50 
8/6/2025,CITY OF AURORA,"FLEET SERVICES 13625 E ELLSWORTH AVE AURORA, CO 80012",Aurora Dyed (#2 LS Dyed),250,$106.01 ,$661.50 ,$767.51 ,$0.42 ,$565.98 ,$661.50 ,$663.75 
8/6/2025,CITY OF AURORA,"FLEET SERVICES 13625 E ELLSWORTH AVE AURORA, CO 80012",UNL - AURORA (Unleaded 10% Ethanol Aurora Contract  Reformulated Summer Gasoline),400,$77.07 ,"$1,058.40 ","$1,135.47 ",$0.19 ,$905.56 ,"$1,058.40 ","$1,062.00 "
8/6/2025,CITY OF AURORA,"FLEET SERVICES 13625 E ELLSWORTH AVE AURORA, CO 80012",Aurora Dyed (#2 LS Dyed),629,$266.73 ,"$1,664.33 ","$1,931.06 ",$0.42 ,"$1,423.99 ","$1,664.33 ","$1,670.00 "
8/6/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr","Unleaded - RFG (Unleaded 10% Eth Reformulated, meets requirements for summer reformulated gasoline)",506,($40.70),"$1,338.88 ","$1,298.18 ",($0.08),"$1,145.53 ","$1,338.88 ","$1,343.43 "
8/6/2025,CITY OF PUEBLO (FUEL),"P.O. BOX 1427 PUEBLO, CO 810021427","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",300,$64.50 ,$679.17 ,$743.67 ,$0.22 ,$679.17 ,$793.80 ,$796.50 
8/6/2025,CITY OF PUEBLO (FUEL),"P.O. BOX 1427 PUEBLO, CO 810021427",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),136,$29.24 ,$361.08 ,$390.32 ,$0.22 ,$307.89 ,$359.86 ,$361.08 
8/6/2025,CITY OF PUEBLO (FUEL),"P.O. BOX 1427 PUEBLO, CO 810021427",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),247,$53.11 ,$655.79 ,$708.89 ,$0.22 ,$559.18 ,$653.56 ,$655.79 
8/6/2025,CITY OF PUEBLO (FUEL),"P.O. BOX 1427 PUEBLO, CO 810021427","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",207,$44.50 ,$468.63 ,$513.13 ,$0.21 ,$468.63 ,$547.72 ,$549.59 
8/6/2025,CITY OF PUEBLO (FUEL),"P.O. BOX 1427 PUEBLO, CO 810021427",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),246,$52.89 ,$653.13 ,$706.02 ,$0.22 ,$556.92 ,$650.92 ,$653.13 
8/6/2025,CITY OF PUEBLO (FUEL),"P.O. BOX 1427 PUEBLO, CO 810021427",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),155,$33.33 ,$411.53 ,$444.85 ,$0.22 ,$350.90 ,$410.13 ,$411.53 
8/6/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),100,$38.00 ,$265.50 ,$303.50 ,$0.38 ,$226.39 ,$264.60 ,$265.50 
8/6/2025,ACADEMY SCHOOL DIST #20,"7408-A DURYEA RD COLORADO SPRINGS, CO 80920 PO#190186","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",245,$57.31 ,$546.35 ,$603.66 ,$0.23 ,$546.35 ,$617.40 ,$614.95 
8/6/2025,ACADEMY SCHOOL DIST #20,"7408-A DURYEA RD COLORADO SPRINGS, CO 80920 PO#190186",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),830,$270.58 ,"$2,091.60 ","$2,362.18 ",$0.33 ,"$1,850.90 ","$2,091.60 ","$2,083.30 "
8/6/2025,CITY OF PUEBLO (FUEL),"P.O. BOX 1427 PUEBLO, CO 810021427","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)","2,503",$538.15 ,"$5,666.54 ","$6,204.69 ",$0.22 ,"$5,666.54 ","$6,622.94 ","$6,645.47 "
8/6/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),80,$24.09 ,$212.40 ,$236.49 ,$0.30 ,$181.11 ,$211.68 ,$212.40 
8/6/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),63,$18.98 ,$167.27 ,$186.24 ,$0.30 ,$142.63 ,$166.70 ,$167.27 
8/6/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),269,$80.99 ,$714.20 ,$795.18 ,$0.30 ,$608.99 ,$711.77 ,$714.20 
8/6/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),111,$33.43 ,$294.71 ,$328.13 ,$0.30 ,$251.29 ,$293.71 ,$294.71 
8/6/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),80,$24.09 ,$212.40 ,$236.49 ,$0.30 ,$181.11 ,$211.68 ,$212.40 
8/6/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,"UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",146,$44.04 ,$330.53 ,$374.57 ,$0.30 ,$330.53 ,$386.32 ,$387.63 
8/6/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),130,$39.14 ,$345.15 ,$384.29 ,$0.30 ,$294.31 ,$343.98 ,$345.15 
8/7/2025,CITY OF AURORA,"FLEET SERVICES 13625 E ELLSWORTH AVE AURORA, CO 80012",UNL - AURORA (Unleaded 10% Ethanol Aurora Contract  Reformulated Summer Gasoline),"5,999",$174.75 ,"$15,957.94 ","$16,132.69 ",$0.03 ,"$13,605.73 ","$15,957.94 ","$16,010.13 "
8/7/2025,CITY OF AURORA,"FLEET SERVICES 13625 E ELLSWORTH AVE AURORA, CO 80012",Aurora Dyed (#2 LS Dyed),"2,001",$510.38 ,"$5,322.86 ","$5,833.24 ",$0.26 ,"$4,538.27 ","$5,322.86 ","$5,340.27 "
8/7/2025,ACADEMY SCHOOL DIST #20,"7408-A DURYEA RD COLORADO SPRINGS, CO 80920 PO#190186",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),573,$200.61 ,"$1,438.23 ","$1,638.84 ",$0.35 ,"$1,272.06 ","$1,438.23 ","$1,449.69 "
8/7/2025,CITY OF PUEBLO (FUEL),"P.O. BOX 1427 PUEBLO, CO 810021427","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)","1,501",$322.71 ,"$3,404.27 ","$3,726.98 ",$0.21 ,"$3,404.27 ","$3,992.81 ","$4,005.87 "
8/7/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),46,$17.48 ,$122.76 ,$140.24 ,$0.38 ,$104.33 ,$122.36 ,$122.76 
8/7/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),244,$92.72 ,$651.19 ,$743.91 ,$0.38 ,$553.39 ,$649.06 ,$651.19 
8/7/2025,MANITOU SPGS SCHOOL #14,"405 EL MONTE MANITOU SPRINGS, CO 80829",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),400,$196.74 ,"$1,064.04 ","$1,260.78 ",$0.49 ,$907.20 ,"$1,064.04 ","$1,067.52 "
8/7/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),61,$18.37 ,$162.80 ,$181.17 ,$0.30 ,$138.35 ,$162.27 ,$162.80 
8/7/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),278,$83.69 ,$741.93 ,$825.62 ,$0.30 ,$630.50 ,$739.51 ,$741.93 
8/7/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),146,$43.96 ,$389.64 ,$433.60 ,$0.30 ,$331.13 ,$388.37 ,$389.64 
8/7/2025,CITY OF CS FLEET MNG.,FLEET MANAGEMENT PO BX 1575,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),72,$21.68 ,$192.15 ,$213.83 ,$0.30 ,$163.30 ,$191.53 ,$192.15 
8/8/2025,EL PASO CO. SHERIFF DEPT {FUEL},"210 S. TEJON STREET COLO SPGS, CO 80903",PREMIUM UNL (Premium Unleaded 10% Ethanol),"8,001","$1,884.40 ","$21,400.27 ","$23,284.67 ",$0.24 ,"$18,276.68 ","$21,400.27 ","$21,478.68 "
8/8/2025,COLORADO SPRGS UTILITIES,"P.O. BOX 1103 MAIL CODE 929 COLORADO SPRINGS, CO 80947dr",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),118,$44.84 ,$316.77 ,$361.61 ,$0.38 ,$269.55 ,$315.61 ,$316.77 
7/17/2025,ASPEN SKIING COMPANY,"P.O. BOX 1248 ASPEN, CO 81612",#2 DYED TRANS - part (#2 DYED ULTRA LOW SULFUR DIESEL),"3,398","$1,604.40 ","$8,762.42 ","$10,366.82 ",$0.47 ,"$7,168.76 ","$8,762.42 ","$8,791.31 "
7/17/2025,ASPEN SKIING COMPANY,"P.O. BOX 1248 ASPEN, CO 81612",#2 DYED TRANS - part (#2 DYED ULTRA LOW SULFUR DIESEL),"3,402","$1,606.29 ","$8,772.74 ","$10,379.03 ",$0.47 ,"$7,177.20 ","$8,772.74 ","$8,801.65 "
7/17/2025,MOUNTAIN VIEW ELECTRIC ASSOC.,"1655 5TH STREET LIMON, CO  80828",#2 DIESEL TRANSPORT (#2 ULTRA LOW SULFUR DIESEL),"7,000",($281.54),"$18,050.90 ","$17,769.36 ",($0.04),"$14,767.90 ","$18,050.90 ","$18,110.40 "
7/17/2025,WEEMINUCHE CONSTRUCTION AUTHORITY,"PO BOX AA TOWAOC, CO 81334",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),105,$31.50 ,$271.66 ,$303.16 ,$0.30 ,$221.52 ,$270.76 ,$271.66 
7/17/2025,ROCKY MTN LANDSCAPE MATERIALS,"DANIEL TEZAK 1087 E HOLIDAY DR PUEBLO WEST, CO 81007",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,135",$692.29 ,"$2,712.65 ","$3,404.94 ",$0.61 ,"$2,326.75 ","$2,701.30 ","$2,712.65 "
7/17/2025,FRONTIER ENVIRONMENTAL SERVICES LLC,BRENT SCARBROUGH 5885 ALLISON ST #1838,#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),645,$438.57 ,"$1,541.55 ","$1,980.12 ",$0.68 ,"$1,322.25 ","$1,535.10 ","$1,541.55 "
7/17/2025,SCHMIDT CONSTRUCTION,"ATTN: ACCOUNTS PAYABLE 2635 DELTA DRIVE COLORADO SPRINGS, CO 80916",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,765",$617.40 ,"$4,566.41 ","$5,183.81 ",$0.35 ,"$3,723.62 ","$4,551.41 ","$4,566.41 "
7/17/2025,FREMONT PAVING UNITED COMPANIES,"839 MACKENZIE AVE PO BOX 841 CANON CITY, CO 81212",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),"2,507",$509.55 ,"$6,464.80 ","$6,974.35 ",$0.20 ,"$5,289.02 ","$6,464.80 ","$6,486.11 "
7/17/2025,FREMONT PAVING UNITED COMPANIES,"839 MACKENZIE AVE PO BOX 841 CANON CITY, CO 81212",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,772",$678.23 ,"$4,584.52 ","$5,262.75 ",$0.38 ,"$3,738.39 ","$4,569.46 ","$4,584.52 "
7/17/2025,KIRA,"8120 EDGERTON DRIVE USAF ACADEMY, CO  80840",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),"1,135",$468.47 ,"$2,936.47 ","$3,404.94 ",$0.41 ,"$2,394.51 ","$2,926.82 ","$2,936.47 "
7/17/2025,KIRA,"8120 EDGERTON DRIVE USAF ACADEMY, CO  80840","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",368,$92.00 ,$776.37 ,$868.37 ,$0.25 ,$776.37 ,$948.96 ,$952.09 
7/17/2025,KIRA,"8120 EDGERTON DRIVE USAF ACADEMY, CO  80840",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),82,$20.50 ,$211.45 ,$231.95 ,$0.25 ,$173.00 ,$211.45 ,$212.15 
7/17/2025,GREAT OUTDOORS ADVENTURES,"19251 E US-24 SUITE B WOODLAND PARK, CO 80863",PREM 91 (PREMIUM 91 NO ETHANOL (CLEAR) BULK),496,$527.47 ,"$1,180.48 ","$1,707.95 ",$1.06 ,"$1,016.80 ","$1,180.48 ","$1,185.44 "
7/17/2025,DAVID M PRANER,"140 RAMPART CIR FLORISSANT, CO 80816",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),200,$154.39 ,$476.00 ,$630.39 ,$0.77 ,$410.00 ,$476.00 ,$478.00 
7/17/2025,VAN EGMOND STONE COMPANY,"546 DOE VALLEY RD GUFFEY, CO 80820",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),800,$417.56 ,"$1,904.00 ","$2,321.56 ",$0.52 ,"$1,640.00 ","$1,904.00 ","$1,912.00 "
7/17/2025,VAN EGMOND STONE COMPANY,"546 DOE VALLEY RD GUFFEY, CO 80820",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),904,$614.67 ,"$2,160.56 ","$2,775.23 ",$0.68 ,"$1,853.20 ","$2,151.52 ","$2,160.56 "
7/17/2025,Walter & Barbara Nash {COD},"1444 County Road 85 Guffey, CO  80820",PREM 91 (PREMIUM 91 NO ETHANOL (CLEAR) BULK),905,$938.51 ,"$2,153.90 ","$3,092.41 ",$1.04 ,"$1,855.25 ","$2,153.90 ","$2,162.95 "
7/17/2025,BLACK MOUNTAIN DRILLING,"P O BOX 744 DIVIDE, CO 80814",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),721,$376.33 ,"$1,715.98 ","$2,092.31 ",$0.52 ,"$1,478.05 ","$1,715.98 ","$1,723.19 "
7/17/2025,TIMBERLINE LANDSCAPING (T155),"INC 8110 OPPORTUNITY VIEW COLORADO SPRINGS, CO 80939",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),657,$131.40 ,"$1,694.21 ","$1,825.61 ",$0.20 ,"$1,386.07 ","$1,694.21 ","$1,699.79 "
7/17/2025,PETROLEUM TRADERS CORP,"P.O. BOX 2357 FT WAYNE, IN 46801-2357",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),579,$202.65 ,"$1,493.07 ","$1,695.72 ",$0.35 ,"$1,221.52 ","$1,493.07 ","$1,497.99 "
7/17/2025,PETROLEUM TRADERS CORP,"P.O. BOX 2357 FT WAYNE, IN 46801-2357",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),38,$13.30 ,$98.31 ,$111.61 ,$0.35 ,$80.17 ,$97.99 ,$98.31 
7/17/2025,ALPINE DISPOSAL INC SVCS - MAIN,"1025 S EL PASO COLORADO SPRINGS, CO 80901",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),427,$128.10 ,"$1,101.10 ","$1,229.20 ",$0.30 ,$900.84 ,"$1,101.10 ","$1,104.73 "
7/17/2025,HPD ENTERPRISE INC.,"125 N. WAHSATCH COLORADO SPRINGS, CO 80903",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),80,$32.00 ,$206.30 ,$238.30 ,$0.40 ,$168.78 ,$206.30 ,$206.98 
7/17/2025,HPD ENTERPRISE INC.,"125 N. WAHSATCH COLORADO SPRINGS, CO 80903",#2 LS DYED -PART (#2 DYED ULTRA LOW SULFUR BULK),205,$82.00 ,$530.38 ,$612.38 ,$0.40 ,$432.49 ,$528.63 ,$530.38 
7/17/2025,FINSTERWALD IRRIGATION,"2232 WEST UINTAH COLO SPGS, CO 80904","UNLEADED (UNLEAD 10% ETHANOL, 85 OCTANE BULK)",140,$86.46 ,$287.00 ,$373.46 ,$0.62 ,$287.00 ,$333.20 ,$334.60 
7/17/2025,FINSTERWALD IRRIGATION,"2232 WEST UINTAH COLO SPGS, CO 80904",#2DIESEL -PART (#2 ULTRA LOW SULFUR DIESEL BULK),236,$134.98 ,$561.68 ,$696.66 ,$0.57 ,$483.80 ,$561.68 ,$564.04 
